NO COMMANDE;DATE COMMANDE;DATE LIVRAISON;DATE PAIEMENT;CODE CLIENT;REPRESENTANT;ENTREPOT;CODE ARTICLE;QTE;PRIX UNITAIRE;REMISE %;COUT UNITAIRE;CANAL DE VENTE
CMD-101591;16/09/2024;2024-09-21;15/10/2024;CLI-0217;EMP-506;ENT-MTL;BD-1065;12;198,80;20,30;128,81;Représentant
CMD-100674;10/05/2024;18/05/2024;2024-06-30;CLI-0083;EMP-507;ENT-QC;BD-1137;3;39,28;8,30;25,06;Représentant
CMD-100278;12/03/2024;17/03/2024;2024-04-20;CLI-0131;EMP-502;ENT-QC;BD-1125;3;379,54;13,70;285,25;Représentant
CMD-101424;29-août-24;31/08/2024;07/09/2024;CLI-0011;EMP-507;ENT-SAG;BD-1099;2;463,72;6,60;287,66;Représentant
CMD-102248;09/12/2024;18/12/2024;2025-01-14;CLI-0050;EMP-502;ENT-SAG;BD-1097;8;318,21;13,50;210,05;Courriel
CMD-101663;24/09/2024;2024-09-30;30/10/2024;CLI-0128;EMP-502;ENT-QC;BD-1110;4;240,14;15,40;178,91;Portail web
CMD-100043;12/01/2024;16/01/2024;2024-02-17;CLI-0130;EMP-508;ENT-MTL;BD-1163;4;463,95;24,40;294,58;Représentant
CMD-102028;2024-11-04;08/11/2024;18/12/2024;CLI-0089;EMP-502;ENT-QC;BD-1087;2;305,84;20,70;211,22;Portail web
CMD-100545;22-avr-24;30/04/2024;13/07/2024;CLI-0144;EMP-502;ENT-QC;BD-1051;1;108,06;16,70;78,12;Portail web
CMD-100711;15/05/2024;20-mai-24;23/06/2024;CLI-0171;EMP-507;ENT-SAG;BD-1121;8;72,37;7,00;43,73;Représentant
CMD-100069;22/01/2024;30-janv-24;04/03/2024;CLI-0173;EMP-508;ENT-QC;BD-1140;1;53,07;16,50;40,41;Représentant
CMD-100283;13/03/2024;16-mars-24;10/05/2024;CLI-0017;EMP-507;ENT-SAG;BD-1013;12;444,86;13,80;308,85;Représentant
CMD-100602;01/05/2024;07/05/2024;2024-06-10;CLI-0187;EMP-507;ENT-QC;BD-1123;6;193,21;11,20;129,56;Représentant
CMD-101011;27/06/2024;04/07/2024;2024-08-11;CLI-0043;EMP-506;ENT-MTL;BD-1030;12;161,04;12,00;98,88;Courriel
CMD-101840;11/10/2024;16/10/2024;09/11/2024;CLI-0056;EMP-502;ENT-MTL;BD-1144;17;138,62;22,40;96,31;Portail web
CMD-100870;05-juin-24;07/06/2024;07/08/2024;CLI-0209 ;EMP-508;ENT-MTL;BD-1058;20;196,95;19,60;146,46;Téléphone
CMD-100517;2024-04-17;23/04/2024;16/05/2024;CLI-0089;EMP-502;ENT-MTL;BD-1052;12;248,98;18,90;179,27;Représentant
CMD-101102;12/07/2024;16/07/2024;2024-08-19;CLI-0043;EMP-506;ENT-QC;BD-1103;1;192,42;15,50;151,66;Représentant
CMD-101658;23/09/2024;30/09/2024;2024-10-25;CLI-0019;EMP-502;ENT-QC;BD-1164;12;178,16;8,60;98,38;Courriel
CMD-101972;2024-10-28;06/11/2024;29/12/2024;CLI-0112;EMP-505;ENT-QC;BD-1125;4;368,19;16,30;285,25;Portail web
CMD-100240;06/03/2024;10/03/2024;14-avr-24;CLI-0074;EMP-507;ENT-SAG;BD-1096;6;240,78;18,70;170,74;Téléphone
CMD-102091;13/11/2024;20/11/2024;28-déc-24;CLI-0127;EMP-503;ENT-QC;BD-1153;3;174,36;13,10;113,61;Portail web
CMD-101456;02/09/2024;11/09/2024;;CLI-0076;EMP-507;ENT-MTL;BD-1056;9;394,56;19,80;287,11;Représentant
CMD-102120;2024-11-18;24/11/2024;27/12/2024;CLI-0037;EMP-504;ENT-SAG;BD-1080;7;246,65;25,40;173,12;Représentant
CMD-102055;07/11/2024;12-nov-24;21/12/2024;CLI-0130;EMP-508;ENT-MTL;BD-1066;4;272,08;21,00;199,26;Représentant
CMD-100600;2024-05-01;09/05/2024;17/06/2024;CLI-0045;EMP-502;ENT-SAG;BD-1117;2;124,32;16,10;98,28;Courriel
CMD-102258;11/12/2024;16/12/2024;18-janv-25;CLI-0017;EMP-507;ENT-QC;BD-1122;1;290,47;14,90;208,30;Représentant
CMD-101597;16/09/2024;23/09/2024;21-oct-24;CLI-0099;EMP-505;ENT-QC;BD-1095;4;84,29;18,70;53,64;Représentant
CMD-101357;21/08/2024;30/08/2024;03-oct-24;CLI-0017;EMP-507;ENT-SAG;BD-1180;1;163,89;13,40;93,34;Représentant
CMD-102255;10/12/2024;15-déc-24;26/01/2025;CLI-0009;EMP-502;ENT-QC;BD-1159;30;218,29;24,50;166,16;Courriel
CMD-101261;09/08/2024;2024-08-14;06/10/2024;CLI-0099;EMP-505;ENT-QC;BD-1120;13;240,38;19,00;182,88;Portail web
CMD-100540;22/04/2024;28/04/2024;2024-06-03;CLI-0211;EMP-504;ENT-MTL;BD-1063;6;311,90;15,30;242,15;Portail web
CMD-101992;30/10/2024;2024-11-07;15/12/2024;CLI-0156;EMP-502;ENT-SAG;BD-1172;3;392,61;6,20;216,67;Représentant
CMD-101307;15-août-24;20/08/2024;02/10/2024;CLI-0194;EMP-506;ENT-QC;BD-1062;12;163,64;8,90;112,54;Portail web
CMD-101752;2024-10-03;07/10/2024;28/10/2024;CLI-0179;EMP-509;ENT-SAG;BD-1070;4;70,25;7,80;39,88;Représentant
CMD-102243;07/12/2024;2024-12-09;17/01/2025;CLI-0111;EMP-507;ENT-MTL;BD-1176;6;612,26;2,90;322,02;Représentant
CMD-100314;2024-03-19;23/03/2024;02/05/2024;CLI-0042;EMP-505;ENT-MTL;BD-1108;2;238,68;12,60;166,46;Représentant
CMD-101019;27/06/2024;2024-07-06;21/07/2024;CLI-0220;EMP-506;ENT-QC;BD-1038;1;466,72;15,40;313,36;Représentant
CMD-100281;13/03/2024;2024-03-18;29/03/2024;CLI-0162;EMP-508;ENT-QC;BD-1061;1;101,98;13,70;75,23;Représentant
CMD-101798;08-oct-24;13/10/2024;20/11/2024;CLI-0084;EMP-503;ENT-QC;BD-1168;2;358,15;10,50;224,71;Représentant
CMD-100140;12/02/2024;2024-02-19;01/04/2024;CLI-0219;EMP-505;ENT-MTL;BD-1172;3;385,27;8,00;216,67;Téléphone
CMD-101957;2024-10-25;02/11/2024;03/12/2024;CLI-0145;EMP-504;ENT-SAG;BD-1132;4;181,98;8,40;125,81;Représentant
CMD-102160;22/11/2024;28/11/2024;2024-12-25;CLI-0215;EMP-503;ENT-QC;BD-1071;8;492,04;7,80;301,72;Courriel
CMD-101647;21/09/2024;28/09/2024;13-nov-24;CLI-0056;EMP-502;ENT-MTL;BD-1076;25;422,26;24,70;281,11;Représentant
CMD-100076;23/01/2024;2024-01-25;06/02/2024;CLI-0042;EMP-505;ENT-QC;BD-1127;8;256,28;14,90;170,72;Portail web
CMD-100284;2024-03-13;19/03/2024;21/04/2024;CLI-0212;EMP-507;ENT-MTL;BD-1164;15;150,40;22,90;98,38;Représentant
CMD-100912;12/06/2024;18-juin-24;26/07/2024;CLI-0103;EMP-502;ENT-MTL;BD-1130;4;533,87;5,40;317,23;Portail web
CMD-100691;13-mai-24;16/05/2024;09/06/2024;CLI-0148;EMP-501;ENT-SAG;BD-1028;2;199,90;15,40;140,77;Courriel
CMD-100962;18/06/2024;2024-06-25;02/08/2024;CLI-0146;EMP-503;ENT-MTL;BD-1104;2;91,93;16,90;75,12;Courriel
CMD-101467;2024-09-04;07/09/2024;29/09/2024;CLI-0214;EMP-508;ENT-QC;BD-1164;1;184,98;5,10;98,38;Représentant
CMD-100422;04-avr-24;08/04/2024;17/06/2024;CLI-0083;EMP-507;ENT-MTL;BD-1018;8;436,29;6,10;242,09;Représentant
CMD-102095;2024-11-13;19/11/2024;04/01/2025;CLI-0129;EMP-508;ENT-QC;BD-1130;8;518,40;8,10;317,23;Portail web
CMD-101522;2024-09-10;13/09/2024;02/10/2024;CLI-0128;EMP-502;ENT-SAG;BD-1113;4;376,32;11,90;276,01;Représentant
CMD-102238;06/12/2024;14/12/2024;2025-01-14;CLI-0185;EMP-508;ENT-QC;BD-1149;9;136,95;25,20;108,85;Représentant
CMD-101411;27/08/2024;31-août-24;22/10/2024;CLI-0031;EMP-509;ENT-MTL;BD-1035;24;43,05;11,00;30,00;Représentant
CMD-100690;2024-05-13;22/05/2024;10/07/2024;CLI-0204;EMP-506;ENT-QC;BD-1120;12;284,12;4,30;182,88;Courriel
CMD-100451;09/04/2024;2024-04-17;09/05/2024;CLI-0130;EMP-508;ENT-MTL;BD-1055;16;256,15;22,00;209,35;Portail web
CMD-101779;04/10/2024;08/10/2024;2024-11-12;CLI-0136;EMP-507;ENT-QC;BD-1128;4;130,10;10,20;77,25;Téléphone
CMD-101195;01/08/2024;2024-08-09;16/09/2024;CLI-0073;EMP-501;ENT-SAG;BD-1059;12;455,29;13,70;324,94;Représentant
CMD-101324;16/08/2024;2024-08-24;16/09/2024;CLI-0031;EMP-509;ENT-QC;BD-1161;24;116,06;14,10;62,84;Représentant
CMD-101830;11/10/2024;14-oct-24;05/11/2024;CLI-0027;EMP-502;ENT-QC;BD-1115;8;71,55;4,20;46,26;Portail web
CMD-101898;2024-10-18;21/10/2024;10/12/2024;CLI-0137;EMP-503;ENT-SAG;BD-1102;7;385,94;20,40;255,33;Portail web
CMD-100209;29/02/2024;09/03/2024;2024-04-04;CLI-0031;EMP-509;ENT-QC;BD-1157;2;46,51;11,20;24,69;Représentant
CMD-100336;22/03/2024;28/03/2024;2024-04-26;CLI-0054;EMP-507;ENT-SAG;BD-1034;6;210,89;11,20;151,89;Représentant
CMD-100716;15-mai-24;21/05/2024;28/06/2024;CLI-0053;EMP-509;ENT-MTL;BD-1118;6;441,93;11,10;336,11;Représentant
CMD-100921;2024-06-12;15/06/2024;04/07/2024;CLI-0009;EMP-502;ENT-QC;BD-1008;7;178,21;23,80;128,94;Représentant
CMD-101164;2024-07-26;28/07/2024;18/09/2024;CLI-0026;EMP-506;ENT-SAG;BD-1050;8;449,30;10,90;291,69;Portail web
CMD-100427;05/04/2024;11/04/2024;21/05/2024;CLI-0209;EMP-508;ENT-MTL;BD-1064;18;99,06;20,90;69,43;Représentant
CMD-100815;29/05/2024;02/06/2024;2024-06-18;CLI-0215;EMP-503;ENT-QC;BD-1038;6;525,00;4,90;313,36;Représentant
CMD-101125;19-juil-24;27/07/2024;;CLI-0137;EMP-503;ENT-MTL;BD-1032;27;447,02;18,30;339,97;Téléphone
CMD-101108;15/07/2024;24/07/2024;;CLI-0211;EMP-504;ENT-SAG;BD-1124;8;228,91;10,20;150,61;Portail web
CMD-101035;2024-06-28;02/07/2024;09/08/2024;CLI-0037;EMP-504;ENT-QC;BD-1109;23;348,44;24,30;303,82;Téléphone
CMD-100117;05/02/2024;14/02/2024;2024-03-07;CLI-0032;EMP-504;ENT-MTL;BD-1149;6;177,99;2,80;108,85;Téléphone
CMD-100865;04-juin-24;09/06/2024;21/07/2024;CLI-0193;EMP-509;ENT-QC;BD-1059;1;467,47;11,40;324,94;Téléphone
CMD-100912;2024-06-12;18/06/2024;26/07/2024;CLI-0103;EMP-502;ENT-MTL;BD-1057;4;28,23;5,40;19,26;Représentant
CMD-100775;23/05/2024;01/06/2024;;CLI-0042;EMP-505;ENT-QC;BD-1169;3;506,03;12,30;276,47;Courriel
CMD-100640;06/05/2024;2024-05-08;08/07/2024;CLI-0080;EMP-506;ENT-QC;BD-1139;12;322,80;10,00;198,93;Portail web
CMD-102116;16/11/2024;2024-11-18;23/12/2024;CLI-0130;EMP-508;ENT-QC;BD-1008;3;179,73;23,20;128,94;Portail web
CMD-101309;15/08/2024;2024-08-24;28/09/2024;CLI-0103;EMP-502;ENT-QC;BD-1028;2;218,34;7,60;140,77;Représentant
CMD-100490;12/04/2024;21/04/2024;2024-05-07;CLI-0160;EMP-508;ENT-QC;BD-1116;4;81,28;8,30;58,93;Téléphone
CMD-100416;04-avr-24;13/04/2024;22/05/2024;CLI-0029;EMP-506;ENT-MTL;BD-1163;19;467,79;23,70;294,58;Représentant
CMD-100901;2024-06-10;17/06/2024;07/08/2024;CLI-0188;EMP-506;ENT-QC;BD-1040;24;366,24;16,90;268,77;Téléphone
CMD-100875;2024-06-06;14/06/2024;29/07/2024;CLI-0137;EMP-503;ENT-QC;BD-1029;4;314,82;19,70;238,44;Représentant
CMD-101108;15/07/2024;2024-07-24;;CLI-0211;EMP-504;ENT-SAG;BD-1142;12;146,41;10,20;98,85;Salon
CMD-100488;12/04/2024;21/04/2024;15-mai-24;CLI-0199;EMP-504;ENT-SAG;BD-1085;6;56,50;15,90;40,90;Représentant
CMD-100270;11/03/2024;13/03/2024;03/05/2024;CLI-0119;EMP-503;ENT-QC;BD-1176;4;589,09;6,60;322,02;Représentant
CMD-101214;02/08/2024;11/08/2024;15-sept-24;CLI-0130;EMP-508;ENT-MTL;BD-1150;28;500,81;20,00;339,92;Téléphone
CMD-100112;02/02/2024;07/02/2024;27/02/2024;CLI-0116;EMP-509;ENT-MTL;BD-1159;3;251,73;12,90;166,16;Salon
CMD-101272;12/08/2024;17/08/2024;2024-09-22;CLI-0123;EMP-501;ENT-MTL;BD-1027;1;384730,00;16,00;249,72;Représentant
CMD-100641;07-mai-24;13/05/2024;26/06/2024;CLI-0090;EMP-505;ENT-QC;BD-1032;24;463,79;15,30;339,97;Téléphone
CMD-100940;14/06/2024;21/06/2024;09/07/2024;CLI-0013;EMP-507;ENT-MTL;BD-1054;6;452,15;3,00;257,53;Représentant
CMD-101399;27/08/2024;04/09/2024;14/10/2024;CLI-0012;EMP-501;ENT-SAG;BD-1030;3;149,76;18,20;98,88;Représentant
CMD-100405;2024-04-02;06/04/2024;10/05/2024;CLI-0109;EMP-501;ENT-QC;BD-1021;3;349,04;4,00;201,55;Représentant
CMD-100958;18/06/2024;23/06/2024;2024-07-13;CLI-0133;EMP-508;ENT-SAG;BD-1121;8;65,88;15,40;43,73;Représentant
CMD-100592;30/04/2024;06-mai-24;28/06/2024;CLI-0137;EMP-503;ENT-QC;BD-1046;16;354,49;25,70;308,91;Courriel
CMD-101006;26/06/2024;2024-06-30;10/08/2024;CLI-0050;EMP-502;ENT-QC;BD-1177;24;365,50;10,30;211,22;Représentant
CMD-101033;28/06/2024;03/07/2024;2024-08-21;CLI-0099;EMP-505;ENT-QC;BD-1064;4;94,15;24,80;69,43;Courriel
CMD-102240;06/12/2024;09-déc-24;10/01/2025;CLI-0216;EMP-503;ENT-SAG;BD-1079;3;240,71;8,70;144,83;Portail web
CMD-100357;2024-03-26;03/04/2024;09/05/2024;CLI-0053;EMP-509;ENT-SAG;BD-1022;3;407,12;10,40;247,74;Représentant
CMD-100271;11/03/2024;14-mars-24;22/04/2024;CLI-0217;EMP-506;ENT-MTL;BD-1073;15;336,02;25,30;255,00;Téléphone
CMD-100945;2024-06-15;18/06/2024;02/08/2024;CLI-0038;EMP-507;ENT-SAG;BD-1046;12;417,47;12,50;308,91;Représentant
CMD-101339;19/08/2024;26/08/2024;2024-09-30;CLI-0162;EMP-508;ENT-MTL;BD-1037;3;26,28;12,20;16,31;Salon
CMD-101929;23/10/2024;25/10/2024;2024-11-15;CLI-0215;EMP-503;ENT-MTL;BD-1077;3;332,75;2,70;167,57;Représentant
CMD-100636;06/05/2024;12/05/2024;27/06/2024;CLI-0217;EMP-506;ENT-MTL;BD-1171;15;127,06;19,70;83,70;Portail web
CMD-101961;26/10/2024;03/11/2024;11-déc-24;CLI-0118;EMP-504;ENT-SAG;BD-1083;8;262,46;14,60;157,14;Représentant
CMD-100066;19/01/2024;24/01/2024;01/03/2024;CLI-0074;EMP-507;ENT-MTL;BD-1140;7;47,81;24,70;40,41;Téléphone
CMD-100978;20/06/2024;28/06/2024;05/08/2024;CLI-0123;EMP-501;ENT-MTL;BD-1177;4;352,96;13,40;211,22;Représentant
CMD-100656;08/05/2024;2024-05-12;14/06/2024;CLI-0029;EMP-506;ENT-MTL;BD-1030;9;141,38;22,80;98,88;Représentant
CMD-101788;2024-10-05;10/10/2024;07/12/2024;CLI-0173;EMP-508;ENT-SAG;BD-1176;2;549,21;12,90;322,02;Portail web
CMD-102083;12/11/2024;17-nov-24;09/12/2024;CLI-0099;EMP-505;ENT-MTL;BD-1099;7;390,71;21,30;287,66;Représentant
CMD-100898;10/06/2024;19/06/2024;25/07/2024;CLI-0041;EMP-508;ENT-QC;BD-1029;4;351,10;10,40;238,44;Représentant
CMD-101324;16/08/2024;24/08/2024;2024-09-16;CLI-0031;EMP-509;ENT-QC;BD-1083;6;264,01;14,10;157,14;Représentant
CMD-100309;18/03/2024;21/03/2024;28/04/2024;CLI-0081;EMP-502;ENT-MTL;BD-1071;3;463,64;13,10;301,72;Représentant
CMD-100152;2024-02-14;18/02/2024;18/03/2024;CLI-0101;EMP-509;ENT-QC;BD-1131;6;64,07;4,40;36,32;Représentant
CMD-100816;29/05/2024;2024-05-31;10/07/2024;CLI-0164;EMP-509;ENT-QC;BD-1129;2;66,61;7,30;45,49;Portail web
CMD-102221;02/12/2024;2024-12-04;10/12/2024;CLI-0093;EMP-508;ENT-MTL;BD-1138;12;126,93;13,80;86,38;Portail web
CMD-101479;04/09/2024;2024-09-08;25/10/2024;CLI-0029;EMP-506;ENT-SAG;BD-1063;25;292,97;20,50;242,15;Salon
CMD-101900;18/10/2024;23-oct-24;01/12/2024;CLI-0043;EMP-506;ENT-QC;BD-1133;2;91,20;10,00;61,66;Téléphone
CMD-100584;29/04/2024;2024-05-06;13/06/2024;CLI-0153;EMP-507;ENT-MTL;BD-1062;6;160,26;10,80;112,54;Courriel
CMD-101813;09/10/2024;17/10/2024;08/11/2024;CLI-0153;EMP-507;ENT-QC;BD-1114;1;216,99;14,10;149,59;Représentant
CMD-100109;02/02/2024;05-févr-24;15/03/2024;CLI-0206;EMP-503;ENT-QC;BD-1012;4;102,34;15,90;68,19;Portail web
CMD-101160;24/07/2024;2024-07-27;02/08/2024;cli-0130;EMP-508;ENT-SAG;BD-1034;40;194,41;18,20;151,89;Représentant
CMD-100835;30/05/2024;2024-06-01;15/07/2024;CLI-0099;EMP-505;ENT-QC;BD-1001;5;260,70;22,20;182,30;Représentant
CMD-100415;2024-04-04;10/04/2024;02/05/2024;CLI-0005;EMP-503;ENT-MTL;BD-1093;2;217,46;2,80;132,18;Représentant
CMD-101642;20/09/2024;2024-09-28;14/10/2024;CLI-0130;EMP-508;ENT-MTL;BD-1093;9;167,30;25,20;132,18;Courriel
CMD-101911;2024-10-21;28/10/2024;29/10/2024;CLI-0090;EMP-505;ENT-SAG;BD-1142;12;142,41;12,70;98,85;Représentant
CMD-100120;2024-02-06;10/02/2024;15/03/2024;CLI-0137;EMP-503;ENT-QC;BD-1092;19;210,11;25,60;140,04;Portail web
CMD-100037;10/01/2024;13/01/2024;;CLI-0130;EMP-508;ENT-MTL;BD-1146;10;283,08;24,60;220,88;Représentant
CMD-100143;12/02/2024;16-févr-24;26/03/2024;CLI-0124;EMP-509;ENT-MTL;BD-1116;2;82,87;6,50;58,93;Portail web
CMD-102319;30/12/2024;2025-01-04;13/02/2025;CLI-0209;EMP-508;ENT-QC;BD-1127;6;227,65;24,40;170,72;Représentant
CMD-102082;12/11/2024;16/11/2024;18/01/2025;CLI-0121;EMP-508;ENT-QC;BD-1086;12;116,24;15,60;80,72;Courriel
CMD-101089;08/07/2024;17/07/2024;2024-09-19;CLI-0149;EMP-501;ENT-MTL;BD-1118;3;483,08;2,80;336,11;Représentant
CMD-102052;07-nov-24;11/11/2024;07/01/2025;CLI-0197;EMP-507;ENT-MTL;BD-1064;1;121,11;3,30;69,43;Représentant
CMD-100535;19/04/2024;2024-04-26;09/06/2024;CLI-0052;EMP-504;ENT-QC;BD-1090;2;80,55;16,00;57,58;Portail web
CMD-100315;19/03/2024;25/03/2024;2024-04-06;CLI-0039;EMP-503;ENT-MTL;BD-1155;4;510,74;5,70;322,38;Représentant
CMD-100187;24-févr-24;04/03/2024;23/04/2024;cli-0134;EMP-509;ENT-MTL;BD-1106;4;490,03;7,60;333,09;Portail web
CMD-101463;2024-09-03;12/09/2024;06/10/2024;CLI-0086;EMP-502;ENT-QC;BD-1084;3;536,97;7,50;312,00;Portail web
CMD-100455;09/04/2024;2024-04-13;03/06/2024;CLI-0137;EMP-503;ENT-QC;BD-1038;2;414,37;24,90;313,36;Représentant
CMD-102003;31/10/2024;2024-11-03;02/01/2025;CLI-0041;EMP-508;ENT-MTL;BD-1102;4;414,97;14,40;255,33;Courriel
CMD-101687;26/09/2024;02-oct-24;24/11/2024;CLI-0006;EMP-505;ENT-QC;BD-1087;8;323,93;16,00;211,22;Portail web
CMD-101355;20/08/2024;2024-08-29;15/10/2024;CLI-0074;EMP-507;ENT-MTL;BD-1123;5;173,19;20,40;129,56;Portail web
CMD-101321;16/08/2024;2024-08-25;17/09/2024;CLI-0137;EMP-503;ENT-MTL;BD-1075;9;76,96;23,60;59,74;Représentant
CMD-101561;12/09/2024;20/09/2024;18/10/2024;CLI-0037;EMP-504;ENT-SAG;BD-1069;4;296,30;25,70;198,50;Représentant
CMD-100959;18/06/2024;2024-06-22;03/08/2024;CLI-0131;EMP-502;ENT-MTL;BD-1117;8;127,56;13,90;98,28;Représentant
CMD-100419;04/04/2024;06/04/2024;2024-05-18;CLI-0072;EMP-501;ENT-QC;BD-1171;8;136,28;13,90;83,70;Représentant
CMD-100518;18/04/2024;27/04/2024;2024-06-02;CLI-0008;EMP-506;ENT-QC;BD-1174;24;285,08;3,40;165,53;Représentant
CMD-101745;2024-10-02;10/10/2024;26/10/2024;CLI-0029;EMP-506;ENT-SAG;BD-1132;6;162,63;18,10;125,81;Portail web
CMD-100911;11/06/2024;15/06/2024;2024-08-07;CLI-0220;EMP-506;ENT-MTL;BD-1157;12;46,27;11,60;24,69;Téléphone
CMD-101474;04/09/2024;12-sept-24;03/10/2024;CLI-0085;EMP-503;ENT-QC;BD-1046;3;460,44;3,50;308,91;Représentant
CMD-101534;2024-09-10;19/09/2024;02/11/2024;CLI-0072;EMP-501;ENT-QC;BD-1083;8;263,66;14,20;157,14;Courriel
CMD-100536;2024-04-19;27/04/2024;25/05/2024;CLI-0123;EMP-501;ENT-MTL;BD-1046;6;415,19;13,00;308,91;Représentant
CMD-100164;16-févr-24;18/02/2024;03/04/2024;CLI-0212;EMP-507;ENT-MTL;BD-1159;4;221,25;23,40;166,16;Salon
CMD-100953;17/06/2024;20/06/2024;2024-07-13;CLI-0149;EMP-501;ENT-MTL;BD-1010;4;152,91;6,20;87,08;Portail web
CMD-100673;2024-05-10;19/05/2024;17/06/2024;CLI-0101;EMP-509;ENT-SAG;BD-1059;4;515,77;2,20;324,94;Représentant
CMD-100777;23-mai-24;31/05/2024;06/07/2024;CLI-0176;EMP-503;ENT-QC;BD-1062;2;172,51;4,00;112,54;Représentant
CMD-101651;23/09/2024;01/10/2024;2024-10-27;CLI-0174;EMP-502;ENT-SAG;BD-1087;12;366,07;5,10;211,22;Portail web
CMD-102248;09/12/2024;18/12/2024;2025-01-14;CLI-0050;EMP-502;ENT-SAG;BD-1068;4;487,65;13,50;284,28;Portail web
CMD-100291;14/03/2024;21/03/2024;2024-05-06;CLI-0029;EMP-506;ENT-SAG;BD-1061;10;92,01;22,10;75,23;Représentant
CMD-100518;18/04/2024;27/04/2024;02/06/2024;CLI-0008;EMP-506;ENT-QC;BD-1048;3;49,46;3,40;32,82;Représentant
CMD-100210;2024-02-29;09/03/2024;16/04/2024;CLI-0053;EMP-509;ENT-QC;BD-1177;2;347,91;14,60;211,22;Courriel
CMD-102019;01/11/2024;08-nov-24;04/01/2025;CLI-0076;EMP-507;ENT-SAG;BD-1010;6;123,78;24,10;87,08;Représentant
CMD-100663;08/05/2024;11/05/2024;18-juin-24;CLI-0007;EMP-508;ENT-SAG;BD-1042;3;410,09;7,10;261,53;Représentant
CMD-100718;16/05/2024;2024-05-24;21/06/2024;CLI-0149;EMP-501;ENT-QC;BD-1179;6;405,35;6,10;226,59;Représentant
CMD-102290;19/12/2024;21-déc-24;12/01/2025;CLI-0063;EMP-503;ENT-MTL;BD-1140;3;54,23;14,60;40,41;Salon
CMD-101357;21/08/2024;30/08/2024;2024-10-03;CLI-0017;EMP-507;ENT-SAG;BD-1061;2;102,25;13,40;75,23;Représentant
CMD-100549;22/04/2024;2024-04-29;30/05/2024;CLI-0136;EMP-507;ENT-QC;BD-1035;24;42,06;13,10;30,00;Portail web
CMD-102063;08/11/2024;12/11/2024;10-déc-24;CLI-0211;EMP-504;ENT-MTL;BD-1115;1;65,77;11,90;46,26;Portail web
CMD-100277;12/03/2024;17-mars-24;19/04/2024;CLI-0047;EMP-508;ENT-MTL;BD-1040;3;383,83;12,90;268,77;Courriel
CMD-101169;26/07/2024;29-juil-24;05/09/2024;CLI-0056;EMP-502;ENT-SAG;BD-1107;18;167,17;24,10;147,44;Représentant
CMD-100670;09/05/2024;2024-05-14;20/06/2024;CLI-0071;EMP-503;ENT-QC;BD-1006;1;309,38;7,60;178,72;Portail web
CMD-101450;2024-09-02;06/09/2024;23/10/2024;CLI-0209;EMP-508;ENT-MTL;BD-1098;11;328,99;25,40;257,11;Représentant
CMD-102235;05/12/2024;2024-12-11;19/01/2025;CLI-0116;EMP-509;ENT-QC;BD-1148;2;392,92;14,60;296,06;Téléphone
CMD-100821;29/05/2024;02/06/2024;;CLI-0087;EMP-502;ENT-QC;BD-1112;3;98,59;14,20;65,64;Représentant
CMD-100694;13/05/2024;20/05/2024;2024-06-20;CLI-0062;EMP-507;ENT-QC;BD-1104;6;97,84;11,60;75,12;Représentant
CMD-100525;2024-04-18;22/04/2024;22/06/2024;CLI-0135;EMP-506;ENT-SAG;BD-1042;4;372,30;15,60;261,53;Portail web
CMD-101531;2024-09-10;13/09/2024;11/11/2024;CLI-0184;EMP-503;ENT-MTL;BD-1048;1;47,97;6,30;32,82;Téléphone
CMD-101936;23/10/2024;31/10/2024;;CLI-0153;EMP-507;ENT-SAG;BD-1150;3;530,08;15,30;339,92;Représentant
CMD-102122;18/11/2024;2024-11-20;27/12/2024;CLI-0056;EMP-502;ENT-QC;BD-1099;3;402,40;19,00;287,66;Représentant
CMD-100301;15/03/2024;2024-03-19;07/05/2024;CLI-0173;EMP-508;ENT-MTL;BD-1080;3;274,50;17,00;173,12;Téléphone
CMD-101699;27/09/2024;29/09/2024;10-nov-24;CLI-0146;EMP-503;ENT-MTL;BD-1036;2;213,41;16,90;159,06;Portail web
CMD-100356;26/03/2024;02-avr-24;28/05/2024;CLI-0174;EMP-502;ENT-QC;BD-1084;4;531,50;8,50;312,00;Courriel
CMD-100298;2024-03-15;23/03/2024;06/04/2024;CLI-0082;EMP-504;ENT-MTL;BD-1067;2;38,31;7,90;23,77;Représentant
CMD-100795;27/05/2024;29/05/2024;15/07/2024;CLI-0089;EMP-502;ENT-SAG;BD-1126;21;159,08;21,40;130,29;Représentant
CMD-101000;25/06/2024;03/07/2024;2024-08-14;CLI-0085;EMP-503;ENT-QC;BD-1039;2;193,66;2,20;119,66;Portail web
CMD-100358;27-mars-24;03/04/2024;12/05/2024;CLI-0123;EMP-501;ENT-MTL;BD-1008;2;198,04;15,30;128,94;Courriel
CMD-100320;19/03/2024;22/03/2024;26/04/2024;CLI-0123;EMP-501;ENT-QC;BD-1167;8;308,20;17,00;205,42;Représentant
CMD-101940;23-oct-24;28/10/2024;18/12/2024;CLI-0059;EMP-504;ENT-SAG;BD-1098;9;360,71;18,20;257,11;Représentant
CMD-101217;02/08/2024;09/08/2024;2024-08-29;CLI-0031;EMP-509;ENT-SAG;BD-1044;3;290,63;10,00;195,45;Représentant
CMD-101622;18/09/2024;2024-09-27;25/10/2024;CLI-0074;EMP-507;ENT-MTL;BD-1054;8;0,00;19,10;257,53;Représentant
