no_achat	date_commande	date_prevue	date_reception	code_fournisseur	code_article	quantite	cout_unitaire	statut
ACH-70450	2025-10-31	2025-11-10	2025-11-10	FRN-016	BD-1140	60	41,26 $	Recue
ACH-70450	2025-10-31	2025-11-10	2025-11-10	FRN-016	BD-1144	240	98,33 $	Recue
ACH-70450	2025-10-31	2025-11-10	2025-11-10	FRN-016	BD-1134	12	61,77 $	Recue
ACH-70450	2025-10-31	2025-11-10	2025-11-10	FRN-016	BD-1132	48	128,45 $	Recue
ACH-70450	2025-10-31	2025-11-10	2025-11-10	FRN-016	BD-1135	24	40,73 $	Recue
ACH-70451	2025-11-16	2025-11-26	2025-11-26	FRN-016	BD-1147	36	346,92 $	Recue
ACH-70451	2025-11-16	2025-11-26	2025-11-26	FRN-016	BD-1151	12	92,25 $	Recue
ACH-70451	2025-11-16	2025-11-26	2025-11-26	FRN-016	BD-1145	24	111,12 $	Recue
ACH-70452	2025-11-28	2025-12-08	2025-12-08	FRN-016	BD-1156	12	164,64 $	Recue
ACH-70453	2025-12-07	2025-12-17	2025-12-17	FRN-016	BD-1137	36	25,59 $	Recue
ACH-70454	2025-12-26	2026-01-05		FRN-016	BD-1151	96	92,25 $	En transit
ACH-70454	2025-12-26	2026-01-05		FRN-016	BD-1147	240	346,92 $	En transit
ACH-70454	2025-12-26	2026-01-05		FRN-016	BD-1134	-15	61,77 $	En transit
ACH-70455	2024-01-11	2024-02-25	2024-02-25	FRN-017	BD-1120	120	182,88 $	Recue
ACH-70455	2024-01-11	2024-02-25	2024-02-25	FRN-017	BD-1118	24	336,11 $	Recue
ACH-70455	2024-01-11	2024-02-25	2024-02-25	FRN-017	BD-1118	48	336,11 $	Recue
ACH-70455	2024-01-11	2024-02-25	2024-02-25	FRN-017	BD-1120	12	182,88 $	Recue
ACH-70455	2024-01-11	2024-02-25	2024-02-25	FRN-017	BD-1103	96	151,66 $	Recue
ACH-70456	2024-01-30	2024-03-15	2024-03-15	FRN-017	BD-1109	36	303,82 $	Recue
ACH-70457	2024-02-13	2024-03-29	2024-03-29	FRN-017	BD-1118	240	336,11 $	Recue
ACH-70457	2024-02-13	2024-03-29	2024-03-29	FRN-017	BD-1109	36	303,82 $	Recue
ACH-70458	2024-02-24	2024-04-09	2024-04-10	FRN-017	BD-1109	60	303,82 $	Recue
ACH-70458	2024-02-24	2024-04-09	2024-04-10	FRN-017	BD-1103	240	151,66 $	Recue
ACH-70458	2024-02-24	2024-04-09	2024-04-10	FRN-017	BD-1109	120	303,82 $	Recue
ACH-70458	2024-02-24	2024-04-09	2024-04-10	FRN-017	BD-1118	48	336,11 $	Recue
ACH-70459	2024-03-10	2024-04-24	2024-04-24	FRN-017	BD-1118	120	336,11 $	Recue
ACH-70459	2024-03-10	2024-04-24	2024-04-24	FRN-017	BD-1103	120	151,66 $	Recue
ACH-70459	2024-03-10	2024-04-24	2024-04-24	FRN-017	BD-1120	60	182,88 $	Recue
ACH-70460	2024-03-29	2024-05-13	2024-05-13	FRN-017	BD-1109	96	303,82 $	Recue
ACH-70460	2024-03-29	2024-05-13	2024-05-13	FRN-017	BD-1120	60	182,88 $	Recue
ACH-70460	2024-03-29	2024-05-13	2024-05-13	FRN-017	BD-1109	48	303,82 $	Recue
ACH-70461	2024-04-08	2024-05-23	2024-05-23	FRN-017	BD-1120	24	182,88 $	Recue
ACH-70461	2024-04-08	2024-05-23	2024-05-23	FRN-017	BD-1109	60	303,82 $	Recue
ACH-70462	2024-04-20	2024-06-04	2024-06-04	FRN-017	BD-1120	36	182,88 $	Recue
ACH-70463	2024-05-06	2024-06-20	2024-06-20	FRN-017	BD-1103	96	151,66 $	Recue
ACH-70463	2024-05-06	2024-06-20	2024-06-20	FRN-017	BD-1118	48	336,11 $	Recue
ACH-70463	2024-05-06	2024-06-20	2024-06-20	FRN-017	BD-1118	240	336,11 $	Recue
ACH-70463	2024-05-06	2024-06-20	2024-06-20	FRN-017	BD-1103	24	151,66 $	Recue
ACH-70464	2024-05-17	2024-07-01	2024-07-01	FRN-017	BD-1103	24	151,66 $	Recue
ACH-70464	2024-05-17	2024-07-01	2024-07-01	FRN-017	BD-1109	120	303,82 $	Recue
ACH-70464	2024-05-17	2024-07-01	2024-07-01	FRN-017	BD-1118	60	336,11 $	Recue
ACH-70464	2024-05-17	2024-07-01	2024-07-01	FRN-017	BD-1120	36	182,88 $	Recue
ACH-70464	2024-05-17	2024-07-01	2024-07-01	FRN-017	BD-1118	24	336,11 $	Recue
ACH-70465	2024-05-26	2024-07-10	2024-07-10	FRN-017	BD-1118	12	336,11 $	Recue
ACH-70465	2024-05-26	2024-07-10	2024-07-10	FRN-017	BD-1103	24	151,66 $	Recue
ACH-70465	2024-05-26	2024-07-10	2024-07-10	FRN-017	BD-1120	12	182,88 $	Recue
ACH-70465	2024-05-26	2024-07-10	2024-07-10	FRN-017	BD-1120	48	182,88 $	Recue
ACH-70465	2024-05-26	2024-07-10	2024-07-10	FRN-017	BD-1103	48	151,66 $	Recue
ACH-70466	2024-06-04	2024-07-19	2024-07-19	FRN-017	BD-1109	240	303,82 $	Recue
ACH-70466	2024-06-04	2024-07-19	2024-07-19	FRN-017	BD-1109	120	303,82 $	Recue
ACH-70467	2024-06-19	2024-08-03	2024-08-03	FRN-017	BD-1120	96	182,88 $	Recue
ACH-70468	2024-06-30	2024-08-14	2024-08-14	FRN-017	BD-1103	240	151,66 $	Recue
ACH-70468	2024-06-30	2024-08-14	2024-08-14	FRN-017	BD-1120	24	182,88 $	Recue
ACH-70468	2024-06-30	2024-08-14	2024-08-14	FRN-017	BD-1109	24	303,82 $	Recue
ACH-70468	2024-06-30	2024-08-14	2024-08-14	FRN-017	BD-1120	240	182,88 $	Recue
ACH-70469	2024-07-17	2024-08-31	2024-08-31	FRN-017	BD-1120	96	182,88 $	Recue
ACH-70469	2024-07-17	2024-08-31	2024-08-31	FRN-017	BD-1109	24	303,82 $	Recue
ACH-70469	2024-07-17	2024-08-31	2024-08-31	FRN-017	BD-1118	96	336,11 $	Recue
ACH-70470	2024-07-28	2024-09-11	2024-09-11	FRN-017	BD-1120	24	182,88 $	Recue
ACH-70470	2024-07-28	2024-09-11	2024-09-11	FRN-017	BD-1103	96	151,66 $	Recue
ACH-70470	2024-07-28	2024-09-11	2024-09-11	FRN-017	BD-1118	240	336,11 $	Recue
ACH-70470	2024-07-28	2024-09-11	2024-09-11	FRN-017	BD-1118	120	336,11 $	Recue
ACH-70471	2024-08-11	2024-09-25	2024-09-28	FRN-017	BD-1103	48	151,66 $	Recue
ACH-70471	2024-08-11	2024-09-25	2024-09-28	FRN-017	BD-1109	120	303,82 $	Recue
ACH-70471	2024-08-11	2024-09-25	2024-09-28	FRN-017	BD-1103	36	151,66 $	Recue
ACH-70471	2024-08-11	2024-09-25	2024-09-28	FRN-017	BD-1120	12	182,88 $	Recue
ACH-70472	2024-08-22	2024-10-06	2024-10-14	FRN-017	BD-1109	12	303,82 $	Recue
ACH-70472	2024-08-22	2024-10-06	2024-10-14	FRN-017	BD-1103	36	151,66 $	Recue
ACH-70472	2024-08-22	2024-10-06	2024-10-14	FRN-017	BD-1103	60	151,66 $	Recue
ACH-70472	2024-08-22	2024-10-06	2024-10-14	FRN-017	BD-1103	12	151,66 $	Recue
ACH-70472	2024-08-22	2024-10-06	2024-10-14	FRN-017	BD-1120	96	182,88 $	Recue
ACH-70473	2024-09-05	2024-10-20	2024-10-24	FRN-017	BD-1103	120	151,66 $	Recue
ACH-70473	2024-09-05	2024-10-20	2024-10-24	FRN-017	BD-1109	48	303,82 $	Recue
ACH-70473	2024-09-05	2024-10-20	2024-10-24	FRN-017	BD-1118	48	336,11 $	Recue
ACH-70473	2024-09-05	2024-10-20	2024-10-24	FRN-017	BD-1103	120	151,66 $	Recue
ACH-70474	2024-09-16	2024-10-31	2024-10-31	FRN-017	BD-1103	36	151,66 $	Recue
ACH-70474	2024-09-16	2024-10-31	2024-10-31	FRN-017	BD-1118	48	336,11 $	Recue
ACH-70474	2024-09-16	2024-10-31	2024-10-31	FRN-017	BD-1109	24	303,82 $	Recue
ACH-70474	2024-09-16	2024-10-31	2024-10-31	FRN-017	BD-1120	36	182,88 $	Recue
ACH-70474	2024-09-16	2024-10-31	2024-10-31	FRN-017	BD-1120	60	182,88 $	Recue
ACH-70475	2024-09-30	2024-11-14	2024-11-14	FRN-017	BD-1103	24	151,66 $	Recue
ACH-70475	2024-09-30	2024-11-14	2024-11-14	FRN-017	BD-1109	96	303,82 $	Recue
ACH-70476	2024-10-19	2024-12-03	2024-12-03	FRN-017	BD-1120	36	182,88 $	Recue
ACH-70476	2024-10-19	2024-12-03	2024-12-03	FRN-017	BD-1109	12	303,82 $	Recue
ACH-70476	2024-10-19	2024-12-03	2024-12-03	FRN-017	BD-1103	-12	151,66 $	Recue
ACH-70476	2024-10-19	2024-12-03	2024-12-03	FRN-017	BD-1118	24	336,11 $	Recue
ACH-70476	2024-10-19	2024-12-03	2024-12-03	FRN-017	BD-1120	36	182,88 $	Recue
ACH-70477	2024-10-29	2024-12-13	2024-12-13	FRN-017	BD-1118	48	336,11 $	Recue
ACH-70477	2024-10-29	2024-12-13	2024-12-13	FRN-017	BD-1118	24	336,11 $	Recue
ACH-70477	2024-10-29	2024-12-13	2024-12-13	FRN-017	BD-1120	24	182,88 $	Recue
ACH-70478	2024-11-14	2024-12-29	2024-12-29	FRN-017	BD-1118	240	336,11 $	Recue
ACH-70478	2024-11-14	2024-12-29	2024-12-29	FRN-017	BD-1109	120	303,82 $	Recue
ACH-70478	2024-11-14	2024-12-29	2024-12-29	FRN-017	BD-1120	240	182,88 $	Recue
ACH-70478	2024-11-14	2024-12-29	2024-12-29	FRN-017	BD-1109	48	303,82 $	Recue
ACH-70479	2024-11-30	2025-01-14	2025-01-14	FRN-017	BD-1118	96	336,11 $	Recue
ACH-70479	2024-11-30	2025-01-14	2025-01-14	FRN-017	BD-1103	48	151,66 $	Recue
ACH-70479	2024-11-30	2025-01-14	2025-01-14	FRN-017	BD-1120	48	182,88 $	Recue
ACH-70479	2024-11-30	2025-01-14	2025-01-14	FRN-017	BD-1109	24	303,82 $	Recue
ACH-70479	2024-11-30	2025-01-14	2025-01-14	FRN-017	BD-1103	240	151,66 $	Recue
ACH-70480	2024-12-18	2025-02-01	2025-02-01	FRN-017	BD-1118	36	336,11 $	Recue
ACH-70480	2024-12-18	2025-02-01	2025-02-01	FRN-017	BD-1109	240	303,82 $	Recue
ACH-70480	2024-12-18	2025-02-01	2025-02-01	FRN-017	BD-1118	60	336,11 $	Recue
ACH-70480	2024-12-18	2025-02-01	2025-02-01	FRN-017	BD-1118	120	336,11 $	Recue
ACH-70481	2025-01-04	2025-02-18	2025-02-18	FRN-017	BD-1118	96	343,17 $	Recue
ACH-70481	2025-01-04	2025-02-18	2025-02-18	FRN-017	BD-1103	12	154,84 $	Recue
ACH-70481	2025-01-04	2025-02-18	2025-02-18	FRN-017	BD-1118	96	343,17 $	Recue
ACH-70481	2025-01-04	2025-02-18	2025-02-18	FRN-017	BD-1109	12	310,20 $	Recue
ACH-70482	2025-01-21	2025-03-07	2025-03-07	FRN-017	BD-1109	60	310,20 $	Recue
ACH-70482	2025-01-21	2025-03-07	2025-03-07	FRN-017	BD-1103	48	154,84 $	Recue
ACH-70482	2025-01-21	2025-03-07	2025-03-07	FRN-017	BD-1118	36	343,17 $	Recue
ACH-70483	2025-02-03	2025-03-20	2025-03-20	FRN-017	BD-1120	120	186,72 $	Recue
ACH-70483	2025-02-03	2025-03-20	2025-03-20	FRN-017	BD-1120	240	186,72 $	Recue
ACH-70483	2025-02-03	2025-03-20	2025-03-20	FRN-017	BD-1118	240	343,17 $	Recue
ACH-70484	2025-02-12	2025-03-29	2025-03-29	FRN-017	BD-1103	96	154,84 $	Recue
ACH-70484	2025-02-12	2025-03-29	2025-03-29	FRN-017	BD-1103	240	154,84 $	Recue
ACH-70484	2025-02-12	2025-03-29	2025-03-29	FRN-017	BD-1118	12	343,17 $	Recue
ACH-70484	2025-02-12	2025-03-29	2025-03-29	FRN-017	BD-1109	240	310,20 $	Recue
ACH-70484	2025-02-12	2025-03-29	2025-03-29	FRN-017	BD-1120	48	186,72 $	Recue
ACH-70485	2025-03-01	2025-04-15	2025-04-15	FRN-017	BD-1109	36	310,20 $	Recue
ACH-70485	2025-03-01	2025-04-15	2025-04-15	FRN-017	BD-1118	48	343,17 $	Recue
ACH-70486	2025-03-15	2025-04-29	2025-05-03	FRN-017	BD-1109	12	310,20 $	Recue
ACH-70486	2025-03-15	2025-04-29	2025-05-03	FRN-017	BD-1109	36	310,20 $	Recue
ACH-70487	2025-04-01	2025-05-16	2025-05-17	FRN-017	BD-1109	60	310,20 $	Recue
ACH-70487	2025-04-01	2025-05-16	2025-05-17	FRN-017	BD-1103	12	154,84 $	Recue
ACH-70487	2025-04-01	2025-05-16	2025-05-17	FRN-017	BD-1118	36	343,17 $	Recue
ACH-70488	2025-04-18	2025-06-02	2025-06-02	FRN-017	BD-1103	36	154,84 $	Recue
ACH-70488	2025-04-18	2025-06-02	2025-06-02	FRN-017	BD-1109	24	310,20 $	Recue
ACH-70488	2025-04-18	2025-06-02	2025-06-02	FRN-017	BD-1103	96	154,84 $	Recue
ACH-70488	2025-04-18	2025-06-02	2025-06-02	FRN-017	BD-1120	12	186,72 $	Recue
ACH-70488	2025-04-18	2025-06-02	2025-06-02	FRN-017	BD-1109	60	310,20 $	Recue
ACH-70489	2025-05-05	2025-06-19	2025-06-23	FRN-017	BD-1103	12	154,84 $	Recue
ACH-70489	2025-05-05	2025-06-19	2025-06-23	FRN-017	BD-1103	24	154,84 $	Recue
ACH-70489	2025-05-05	2025-06-19	2025-06-23	FRN-017	BD-1109	36	310,20 $	Recue
ACH-70489	2025-05-05	2025-06-19	2025-06-23	FRN-017	BD-1120	120	186,72 $	Recue
ACH-70489	2025-05-05	2025-06-19	2025-06-23	FRN-017	BD-1120	48	186,72 $	Recue
ACH-70490	2025-05-16	2025-06-30	2025-06-30	FRN-017	BD-1103	120	154,84 $	Recue
ACH-70490	2025-05-16	2025-06-30	2025-06-30	FRN-017	BD-1109	96	310,20 $	Recue
ACH-70490	2025-05-16	2025-06-30	2025-06-30	FRN-017	BD-1118	60	343,17 $	Recue
ACH-70490	2025-05-16	2025-06-30	2025-06-30	FRN-017	BD-1103	96	154,84 $	Recue
ACH-70490	2025-05-16	2025-06-30	2025-06-30	FRN-017	BD-1118	12	343,17 $	Recue
ACH-70491	2025-05-31	2025-07-15	2025-07-15	FRN-017	BD-1109	240	310,20 $	Recue
ACH-70492	2025-06-16	2025-07-31	2025-07-31	FRN-017	BD-1118	240	343,17 $	Recue
ACH-70492	2025-06-16	2025-07-31	2025-07-31	FRN-017	BD-1103	96	154,84 $	Recue
ACH-70493	2025-07-06	2025-08-20	2025-08-20	FRN-017	BD-1120	36	186,72 $	Recue
ACH-70493	2025-07-06	2025-08-20	2025-08-20	FRN-017	BD-1120	12	186,72 $	Recue
ACH-70493	2025-07-06	2025-08-20	2025-08-20	FRN-017	BD-1120	240	186,72 $	Recue
ACH-70493	2025-07-06	2025-08-20	2025-08-20	FRN-017	BD-1120	240	186,72 $	Recue
ACH-70493	2025-07-06	2025-08-20	2025-08-20	FRN-017	BD-1109	36	310,20 $	Recue
ACH-70494	2025-07-21	2025-09-04	2025-09-04	FRN-017	BD-1118	48	343,17 $	Recue
ACH-70495	2025-08-04	2025-09-18	2025-09-18	FRN-017	BD-1118	240	343,17 $	Recue
ACH-70495	2025-08-04	2025-09-18	2025-09-18	FRN-017	BD-1103	-24	154,84 $	Recue
ACH-70496	2025-08-13	2025-09-27	2025-09-27	FRN-017	BD-1118	48	343,17 $	Recue
ACH-70496	2025-08-13	2025-09-27	2025-09-27	FRN-017	BD-1103	60	154,84 $	Recue
ACH-70496	2025-08-13	2025-09-27	2025-09-27	FRN-017	BD-1103	48	154,84 $	Recue
ACH-70496	2025-08-13	2025-09-27	2025-09-27	FRN-017	BD-1103	36	154,84 $	Recue
ACH-70496	2025-08-13	2025-09-27	2025-09-27	FRN-017	BD-1120	48	186,72 $	Recue
ACH-70497	2025-08-25	2025-10-09	2025-10-09	FRN-017	BD-1118	48	343,17 $	Recue
ACH-70497	2025-08-25	2025-10-09	2025-10-09	FRN-017	BD-1120	24	186,72 $	Recue
ACH-70497	2025-08-25	2025-10-09	2025-10-09	FRN-017	BD-9518	24	310,20 $	Recue
ACH-70497	2025-08-25	2025-10-09	2025-10-09	FRN-017	BD-1109	60	310,20 $	Recue
ACH-70498	2025-09-04	2025-10-19	2025-10-19	FRN-017	BD-1109	240	310,20 $	Recue
ACH-70498	2025-09-04	2025-10-19	2025-10-19	FRN-017	BD-1103	12	154,84 $	Recue
ACH-70498	2025-09-04	2025-10-19	2025-10-19	FRN-017	BD-1120	120	186,72 $	Recue
ACH-70498	2025-09-04	2025-10-19	2025-10-19	FRN-017	BD-1120	48	186,72 $	Recue
ACH-70498	2025-09-04	2025-10-19	2025-10-19	FRN-017	BD-1120	48	186,72 $	Recue
ACH-70499	2025-09-15	2025-10-30	2025-10-30	FRN-017	BD-1118	60	343,17 $	Recue
ACH-70499	2025-09-15	2025-10-30	2025-10-30	FRN-017	BD-1120	60	186,72 $	Recue
ACH-70499	2025-09-15	2025-10-30	2025-10-30	FRN-017	BD-1103	60	154,84 $	Recue
ACH-70499	2025-09-15	2025-10-30	2025-10-30	FRN-017	BD-1120	120	186,72 $	Recue
ACH-70500	2025-10-01	2025-11-15	2025-11-15	FRN-017	BD-1118	48	343,17 $	Recue
ACH-70500	2025-10-01	2025-11-15	2025-11-15	FRN-017	BD-1109	-60	310,20 $	Recue
ACH-70500	2025-10-01	2025-11-15	2025-11-15	FRN-017	BD-1103	120	154,84 $	Recue
ACH-70501	2025-10-18	2025-12-02	2025-12-02	FRN-017	BD-1118	36	343,17 $	Recue
ACH-70501	2025-10-18	2025-12-02	2025-12-02	FRN-017	BD-1118	36	343,17 $	Recue
ACH-70501	2025-10-18	2025-12-02	2025-12-02	FRN-017	BD-1120	240	186,72 $	Recue
ACH-70502	2025-11-03	2025-12-18	2025-12-18	FRN-017	BD-1118	60	343,17 $	Recue
ACH-70502	2025-11-03	2025-12-18	2025-12-18	FRN-017	BD-1120	48	186,72 $	Recue
ACH-70502	2025-11-03	2025-12-18	2025-12-18	FRN-017	BD-1120	24	186,72 $	Recue
ACH-70503	2025-11-21	2026-01-05		FRN-017	BD-1103	60	154,84 $	En transit
ACH-70503	2025-11-21	2026-01-05		FRN-017	BD-1120	96	186,72 $	En transit
ACH-70503	2025-11-21	2026-01-05		FRN-017	BD-1118	96	343,17 $	En transit
ACH-70503	2025-11-21	2026-01-05		FRN-017	BD-1120	24	186,72 $	En transit
ACH-70503	2025-11-21	2026-01-05		FRN-017	BD-1118	36	343,17 $	En transit
ACH-70504	2025-12-04	2026-01-18		FRN-017	BD-1103	96	154,84 $	En transit
ACH-70504	2025-12-04	2026-01-18		FRN-017	BD-1109	24	310,20 $	En transit
ACH-70504	2025-12-04	2026-01-18		FRN-017	BD-1118	12	343,17 $	En transit
ACH-70504	2025-12-04	2026-01-18		FRN-017	BD-1109	12	310,20 $	En transit
ACH-70504	2025-12-04	2026-01-18		FRN-017	BD-1118	240	343,17 $	En transit
ACH-70505	2025-12-24	2026-02-07		FRN-017	BD-1103	60	154,84 $	En transit
ACH-70505	2025-12-24	2026-02-07		FRN-017	BD-1109	240	310,20 $	En transit
ACH-70505	2025-12-24	2026-02-07		FRN-017	BD-1103	36	154,84 $	En transit
ACH-70506	2024-01-09	2024-01-16	2024-01-20	FRN-018	BD-1077	240	167,57 $	Recue
ACH-70506	2024-01-09	2024-01-16	2024-01-20	FRN-018	BD-1102	96	255,33 $	Recue
ACH-70506	2024-01-09	2024-01-16	2024-01-20	FRN-018	BD-1087	24	211,22 $	Recue
ACH-70507	2024-01-27	2024-02-03	2024-02-03	FRN-018	BD-1079	12	144,83 $	Recue
ACH-70507	2024-01-27	2024-02-03	2024-02-03	FRN-018	BD-1102	120	255,33 $	Recue
ACH-70507	2024-01-27	2024-02-03	2024-02-03	FRN-018	BD-1077	36	167,57 $	Recue
ACH-70507	2024-01-27	2024-02-03	2024-02-03	FRN-018	BD-1077	24	167,57 $	Recue
ACH-70508	2024-02-08	2024-02-15	2024-02-15	FRN-018	BD-1102	240	255,33 $	Recue
ACH-70508	2024-02-08	2024-02-15	2024-02-15	FRN-018	BD-1077	96	167,57 $	Recue
ACH-70508	2024-02-08	2024-02-15	2024-02-15	FRN-018	BD-1079	240	144,83 $	Recue
ACH-70508	2024-02-08	2024-02-15	2024-02-15	FRN-018	BD-1102	24	255,33 $	Recue
ACH-70508	2024-02-08	2024-02-15	2024-02-15	FRN-018	BD-1079	96	144,83 $	Recue
ACH-70509	2024-02-20	2024-02-27	2024-02-27	FRN-018	BD-1087	60	211,22 $	Recue
ACH-70509	2024-02-20	2024-02-27	2024-02-27	FRN-018	BD-1077	48	167,57 $	Recue
ACH-70509	2024-02-20	2024-02-27	2024-02-27	FRN-018	BD-1077	240	167,57 $	Recue
ACH-70510	2024-03-07	2024-03-14	2024-03-14	FRN-018	BD-1079	120	144,83 $	Recue
ACH-70510	2024-03-07	2024-03-14	2024-03-14	FRN-018	BD-1079	36	144,83 $	Recue
ACH-70511	2024-03-16	2024-03-23	2024-03-24	FRN-018	BD-1077	240	167,57 $	Recue
ACH-70512	2024-04-05	2024-04-12	2024-04-14	FRN-018	BD-1087	120	211,22 $	Recue
ACH-70512	2024-04-05	2024-04-12	2024-04-14	FRN-018	BD-1077	60	167,57 $	Recue
ACH-70513	2024-04-17	2024-04-24	2024-04-24	FRN-018	BD-1102	60	255,33 $	Recue
ACH-70513	2024-04-17	2024-04-24	2024-04-24	FRN-018	BD-1102	240	255,33 $	Recue
ACH-70513	2024-04-17	2024-04-24	2024-04-24	FRN-018	BD-1079	36	144,83 $	Recue
ACH-70513	2024-04-17	2024-04-24	2024-04-24	FRN-018	BD-1079	96	144,83 $	Recue
ACH-70514	2024-05-02	2024-05-09	2024-05-09	FRN-018	BD-1077	60	167,57 $	Recue
ACH-70514	2024-05-02	2024-05-09	2024-05-09	FRN-018	BD-1079	48	144,83 $	Recue
ACH-70515	2024-05-11	2024-05-18	2024-05-18	FRN-018	BD-1087	36	211,22 $	Recue
ACH-70515	2024-05-11	2024-05-18	2024-05-18	FRN-018	BD-1079	240	144,83 $	Recue
ACH-70515	2024-05-11	2024-05-18	2024-05-18	FRN-018	BD-1077	24	167,57 $	Recue
ACH-70516	2024-05-28	2024-06-04	2024-06-08	FRN-018	BD-1102	96	255,33 $	Recue
ACH-70516	2024-05-28	2024-06-04	2024-06-08	FRN-018	BD-1077	24	167,57 $	Recue
ACH-70516	2024-05-28	2024-06-04	2024-06-08	FRN-018	BD-1077	120	167,57 $	Recue
ACH-70516	2024-05-28	2024-06-04	2024-06-08	FRN-018	BD-1077	36	167,57 $	Recue
ACH-70516	2024-05-28	2024-06-04	2024-06-08	FRN-018	BD-1087	12	211,22 $	Recue
ACH-70517	2024-06-08	2024-06-15	2024-06-15	FRN-018	BD-1077	96	167,57 $	Recue
ACH-70517	2024-06-08	2024-06-15	2024-06-15	FRN-018	BD-1079	120	144,83 $	Recue
ACH-70517	2024-06-08	2024-06-15	2024-06-15	FRN-018	BD-1079	-3	144,83 $	Recue
ACH-70518	2024-06-28	2024-07-05	2024-07-05	FRN-018	BD-1102	12	255,33 $	Recue
ACH-70518	2024-06-28	2024-07-05	2024-07-05	FRN-018	BD-1087	96	211,22 $	Recue
ACH-70518	2024-06-28	2024-07-05	2024-07-05	FRN-018	BD-1077	48	167,57 $	Recue
ACH-70519	2024-07-15	2024-07-22	2024-07-25	FRN-018	BD-1079	120	144,83 $	Recue
ACH-70519	2024-07-15	2024-07-22	2024-07-25	FRN-018	BD-1077	60	167,57 $	Recue
ACH-70520	2024-08-02	2024-08-09	2024-08-09	FRN-018	BD-1102	12	255,33 $	Recue
ACH-70521	2024-08-19	2024-08-26	2024-08-26	FRN-018	BD-1079	48	144,83 $	Recue
ACH-70521	2024-08-19	2024-08-26	2024-08-26	FRN-018	BD-1102	48	255,33 $	Recue
ACH-70521	2024-08-19	2024-08-26	2024-08-26	FRN-018	BD-1077	36	167,57 $	Recue
ACH-70521	2024-08-19	2024-08-26	2024-08-26	FRN-018	BD-1079	120	144,83 $	Recue
ACH-70521	2024-08-19	2024-08-26	2024-08-26	FRN-018	BD-1077	24	167,57 $	Recue
ACH-70522	2024-09-02	2024-09-09	2024-09-09	FRN-018	BD-1087	96	211,22 $	Recue
ACH-70522	2024-09-02	2024-09-09	2024-09-09	FRN-018	BD-1087	36	211,22 $	Recue
ACH-70522	2024-09-02	2024-09-09	2024-09-09	FRN-018	BD-1079	60	144,83 $	Recue
ACH-70523	2024-09-12	2024-09-19	2024-09-19	FRN-018	BD-1077	36	167,57 $	Recue
ACH-70523	2024-09-12	2024-09-19	2024-09-19	FRN-018	BD-1079	36	144,83 $	Recue
ACH-70523	2024-09-12	2024-09-19	2024-09-19	FRN-018	BD-1077	24	167,57 $	Recue
ACH-70523	2024-09-12	2024-09-19	2024-09-19	FRN-018	BD-1087	48	211,22 $	Recue
ACH-70523	2024-09-12	2024-09-19	2024-09-19	FRN-018	BD-1079	48	144,83 $	Recue
ACH-70524	2024-09-22	2024-09-29	2024-09-29	FRN-018	BD-1087	96	211,22 $	Recue
ACH-70525	2024-10-10	2024-10-17	2024-10-21	FRN-018	BD-1079	48	144,83 $	Recue
ACH-70526	2024-10-28	2024-11-04	2024-11-08	FRN-018	BD-1087	36	211,22 $	Recue
ACH-70526	2024-10-28	2024-11-04	2024-11-08	FRN-018	BD-1102	120	255,33 $	Recue
ACH-70526	2024-10-28	2024-11-04	2024-11-08	FRN-018	BD-1087	120	211,22 $	Recue
ACH-70527	2024-11-15	2024-11-22	2024-11-22	FRN-018	BD-1087	12	211,22 $	Recue
ACH-70527	2024-11-15	2024-11-22	2024-11-22	FRN-018	BD-1102	36	255,33 $	Recue
ACH-70528	2024-12-04	2024-12-11	2024-12-11	FRN-018	BD-1079	240	144,83 $	Recue
ACH-70528	2024-12-04	2024-12-11	2024-12-11	FRN-018	BD-1087	240	211,22 $	Recue
ACH-70529	2024-12-15	2024-12-22	2024-12-22	FRN-018	BD-1077	24	167,57 $	Recue
ACH-70529	2024-12-15	2024-12-22	2024-12-22	FRN-018	BD-1077	24	167,57 $	Recue
ACH-70530	2024-12-26	2025-01-02	2025-01-05	FRN-018	BD-1079	240	144,83 $	Recue
ACH-70530	2024-12-26	2025-01-02	2025-01-05	FRN-018	BD-1077	240	167,57 $	Recue
ACH-70530	2024-12-26	2025-01-02	2025-01-05	FRN-018	BD-1077	48	167,57 $	Recue
ACH-70530	2024-12-26	2025-01-02	2025-01-05	FRN-018	BD-1087	48	211,22 $	Recue
ACH-70531	2025-01-12	2025-01-19	2025-01-19	FRN-018	BD-1077	24	171,09 $	Recue
ACH-70531	2025-01-12	2025-01-19	2025-01-19	FRN-018	BD-1079	60	147,87 $	Recue
ACH-70531	2025-01-12	2025-01-19	2025-01-19	FRN-018	BD-1079	36	147,87 $	Recue
ACH-70531	2025-01-12	2025-01-19	2025-01-19	FRN-018	BD-1077	120	171,09 $	Recue
ACH-70532	2025-01-28	2025-02-04	2025-02-04	FRN-018	BD-1079	12	147,87 $	Recue
ACH-70533	2025-02-11	2025-02-18	2025-02-22	FRN-018	BD-1087	60	215,66 $	Recue
ACH-70533	2025-02-11	2025-02-18	2025-02-22	FRN-018	BD-1079	60	147,87 $	Recue
ACH-70533	2025-02-11	2025-02-18	2025-02-22	FRN-018	BD-1077	120	171,09 $	Recue
