NO COMMANDE;DATE COMMANDE;DATE LIVRAISON;DATE PAIEMENT;CODE CLIENT;REPRESENTANT;ENTREPOT;CODE ARTICLE;QTE;PRIX UNITAIRE;REMISE %;COUT UNITAIRE;CANAL DE VENTE
CMD-104571;18/10/2025;23/10/2025;14-déc-25;CLI-0084;EMP-503;ENT-MTL;BD-1082;2;407,37;14,30;335,40;Portail web
CMD-102912;15/04/2025;22-avr-25;29/05/2025;CLI-0209;EMP-508;ENT-MTL;BD-1049;6;42,57;22,10;31,22;Représentant
CMD-103687;22/07/2025;2025-07-27;11/09/2025;CLI-0042;EMP-505;ENT-QC;BD-1069;6;346,81;13,00;239,15;Portail web
CMD-104854;19/11/2025;21/11/2025;;CLI-0061;EMP-503;ENT-QC;BD-1129;3;61,23;14,80;46,45;Représentant
CMD-104344;30/09/2025;2025-10-03;25/11/2025;CLI-0200;EMP-509;ENT-MTL;BD-1160;2;70,80;10,10;41,56;Portail web
CMD-103491;24/06/2025;26/06/2025;2025-09-11;CLI-0116;EMP-509;ENT-MTL;BD-1021;3;318,19;12,50;242,82;Représentant
CMD-103430;2025-06-16;20/06/2025;02/08/2025;CLI-0055;EMP-506;ENT-MTL;BD-1146;2;351,51;6,40;225,52;Salon
CMD-102458;29/01/2025;31/01/2025;2025-03-28;CLI-0130;EMP-508;ENT-MTL;BD-1158;9;286,05;18,20;184,61;Représentant
CMD-105000;11/12/2025;16/12/2025;2025-12-31;cli-0103;EMP-502;ENT-SAG;BD-1091;4;522,26;8,10;336,22;Représentant
CMD-102943;18/04/2025;26/04/2025;2025-06-09;CLI-0172;EMP-502;ENT-QC;BD-1100;3;501,13;6,60;312,88;Portail web
CMD-102729;20/03/2025;22/03/2025;2025-05-12;CLI-0080;EMP-506;ENT-QC;BD-1095;3;90,11;13,10;54,77;Portail web
CMD-103666;18/07/2025;23/07/2025;2025-09-01;CLI-0184;EMP-503;ENT-MTL;BD-1080;6;315,74;4,50;208,57;Portail web
CMD-103817;11/08/2025;2025-08-17;17/09/2025;CLI-0048;EMP-508;ENT-QC;BD-1036;6;219,23;14,60;191,63;Téléphone
CMD-104772;08/11/2025;17/11/2025;2025-12-22;CLI-0006;EMP-505;ENT-MTL;BD-1059;3;469,99;10,90;391,48;Téléphone
CMD-102962;21/04/2025;2025-04-23;09/06/2025;CLI-0135;EMP-506;ENT-QC;BD-1051;3;110,10;15,10;79,76;Portail web
CMD-104050;04/09/2025;07/09/2025;2025-10-11;CLI-0185;EMP-508;ENT-QC;BD-1144;22;142,02;20,40;98,33;Représentant
CMD-103207;2025-05-20;22/05/2025;08/07/2025;CLI-0009;EMP-502;ENT-QC;BD-1178;5;158,49;22,80;119,43;Représentant
CMD-102443;27/01/2025;01/02/2025;15/03/2025;CLI-0116;EMP-509;ENT-QC;BD-1042;3;386,65;12,40;267,02;Représentant
CMD-103067;03/05/2025;07/05/2025;;CLI-0085;EMP-503;ENT-MTL;BD-1005;3;299,04;8,50;208,35;Téléphone
CMD-102809;01-avr-25;06/04/2025;07/06/2025;CLI-0041;EMP-508;ENT-QC;BD-1052;12;268,64;12,50;183,03;Téléphone
CMD-104620;24-oct-25;31/10/2025;04/12/2025;CLI-0137;EMP-503;ENT-MTL;BD-1073;14;365,47;18,70;307,22;Représentant
CMD-104467;10-oct-25;13/10/2025;19/11/2025;CLI-0208;EMP-507;ENT-SAG;BD-1144;3;155,70;12,80;98,33;Portail web
CMD-103975;28/08/2025;2025-08-31;18/10/2025;CLI-0074;EMP-507;ENT-MTL;BD-1163;24;495,96;19,10;300,77;Représentant
CMD-103108;08/05/2025;17/05/2025;2025-07-10;CLI-0071;EMP-503;ENT-MTL;BD-1121;2;72,28;7,20;44,65;Portail web
CMD-102655;10/03/2025;15/03/2025;27-avr-25;CLI-0209;EMP-508;ENT-QC;BD-1158;18;261,29;25,20;184,61;Représentant
CMD-102856;2025-04-07;10/04/2025;18/05/2025;CLI-0036;EMP-505;ENT-MTL;BD-1181;6;531,42;14,90;312,40;Représentant
CMD-102883;11/04/2025;2025-04-16;31/05/2025;CLI-0101;EMP-509;ENT-QC;BD-1054;1;444,52;4,60;262,94;Représentant
CMD-104281;24/09/2025;02/10/2025;2025-11-01;CLI-0209;EMP-508;ENT-QC;BD-1178;9;152,80;25,60;119,43;Représentant
CMD-103988;29/08/2025;03/09/2025;12/11/2025;CLI-0131;EMP-502;ENT-SAG;BD-1108;1;227,09;16,90;169,96;Représentant
CMD-103973;27/08/2025;2025-09-04;05/10/2025;CLI-0132;EMP-507;ENT-QC;BD-1112;4;100,53;12,50;67,02;Représentant
CMD-104897;2025-11-24;01/12/2025;;CLI-0042;EMP-505;ENT-QC;BD-1097;6;328,95;10,60;253,06;Représentant
CMD-103147;13/05/2025;2025-05-18;17/07/2025;CLI-0059;EMP-504;ENT-QC;BD-1177;7;327,64;19,60;215,66;Représentant
CMD-104204;2025-09-18;23/09/2025;12/11/2025;CLI-0034;EMP-507;ENT-QC;BD-1162;8;119,37;12,90;68,38;Représentant
CMD-103824;12/08/2025;18/08/2025;11-sept-25;CLI-0166;EMP-503;ENT-QC;BD-1030;8;153,24;16,30;119,13;Téléphone
CMD-104934;28/11/2025;2025-12-01;;CLI-0185;EMP-508;ENT-QC;BD-1163;11;457,72;25,40;300,77;Courriel
CMD-103908;20/08/2025;25/08/2025;27/10/2025;CLI-0190;EMP-504;ENT-MTL;BD-1033;8;172,98;7,70;113,22;Téléphone
CMD-104083;09/09/2025;12/09/2025;2025-11-09;CLI-0160;EMP-508;ENT-QC;BD-1087;6;371,64;3,70;215,66;Courriel
CMD-103884;18/08/2025;24/08/2025;14/10/2025;CLI-0209;EMP-508;ENT-QC;BD-1030;29;144,00;21,30;119,13;Portail web
CMD-103922;21/08/2025;2025-08-29;22/10/2025;CLI-0096;EMP-504;ENT-SAG;BD-1033;6;173,25;7,50;113,22;Représentant
CMD-105011;12/12/2025;20/12/2025;;CLI-0063;EMP-503;ENT-MTL;BD-1135;8;62,49;14,80;40,73;Représentant
CMD-104123;11/09/2025;16/09/2025;2025-11-10;CLI-0059;EMP-504;ENT-QC;BD-1129;39;53,85;25,10;46,45;Courriel
CMD-102784;28/03/2025;04-avr-25;11/05/2025;CLI-0206;EMP-503;ENT-SAG;BD-1168;1;344,10;14,00;229,43;Représentant
CMD-104704;31/10/2025;2025-11-04;08/12/2025;CLI-0052;EMP-504;ENT-QC;BD-1178;2;175,68;14,40;119,43;Représentant
CMD-102365;09/01/2025;17/01/2025;10-févr-25;CLI-0114;EMP-502;ENT-QC;BD-1145;8;179,89;2,30;111,12;Représentant
CMD-102703;17/03/2025;2025-03-25;09/04/2025;CLI-0170;EMP-504;ENT-QC;BD-1120;3;281,58;5,10;186,72;Téléphone
CMD-105040;17-déc-25;26/12/2025;;CLI-0032;EMP-504;ENT-SAG;BD-1060;2;369,81;6,60;291,44;Représentant
CMD-102803;31/03/2025;2025-04-09;17/05/2025;CLI-0137;EMP-503;ENT-MTL;BD-1169;5;450,65;21,90;282,28;Représentant
CMD-103368;09/06/2025;2025-06-12;09/07/2025;CLI-0056;EMP-502;ENT-MTL;BD-1106;4;409,91;22,70;340,08;Portail web
CMD-104678;2025-10-29;04/11/2025;14/12/2025;CLI-0074;EMP-507;ENT-MTL;BD-1172;5;333,50;20,30;221,22;Téléphone
CMD-102488;2025-02-05;08/02/2025;16/03/2025;CLI-0063;EMP-503;ENT-QC;BD-1132;3;176,25;11,30;128,45;Portail web
CMD-104795;11/11/2025;19/11/2025;24-déc-25;CLI-0038;EMP-507;ENT-SAG;BD-1003;2;264,53;11,30;227,23;Représentant
CMD-104340;30/09/2025;07/10/2025;2025-11-12;CLI-0195;EMP-506;ENT-QC;BD-1066;3;287,37;16,60;240,06;Téléphone
CMD-104065;06/09/2025;10/09/2025;2025-10-23;CLI-0199;EMP-504;ENT-QC;BD-1058;1;210,40;14,10;149,54;Salon
CMD-103897;2025-08-19;21/08/2025;28/09/2025;CLI-0037;EMP-504;ENT-MTL;BD-1031;5;415,57;20,00;300,62;Courriel
CMD-102665;12/03/2025;19/03/2025;24/04/2025;CLI-0059;EMP-504;ENT-SAG;BD-1013;8;413,04;20,00;315,34;Représentant
CMD-103046;30/04/2025;08/05/2025;2025-06-16;CLI-0011;EMP-507;ENT-QC;BD-1035;12;46,84;3,20;30,63;Représentant
CMD-105019;15/12/2025;17/12/2025;;CLI-0130;EMP-508;ENT-QC;BD-1148;6;348,90;24,10;302,28;Représentant
CMD-103957;26-août-25;28/08/2025;14/10/2025;CLI-0001;EMP-508;ENT-SAG;BD-1025;2;224,19;4,10;149,35;Courriel
CMD-104740;04/11/2025;2025-11-09;13/12/2025;CLI-0104;EMP-501;ENT-QC;BD-1135;6;70,75;3,50;40,73;Portail web
CMD-104568;2025-10-17;23/10/2025;09/12/2025;CLI-0041;EMP-508;ENT-MTL;BD-1119;12;76,82;16,30;59,67;Courriel
CMD-104362;01/10/2025;09/10/2025;2025-10-27;CLI-0122;EMP-505;ENT-QC;BD-1149;4;167,31;8,60;111,14;Téléphone
CMD-104586;21/10/2025;26/10/2025;14/12/2025;CLI-0059;EMP-504;ENT-SAG;BD-1103;36;172,83;24,10;154,84;Représentant
CMD-103278;28/05/2025;05/06/2025;09/07/2025;CLI-0209;EMP-508;ENT-MTL;BD-1060;8;315,15;20,40;291,44;Représentant
CMD-104806;2025-11-12;15/11/2025;;CLI-0191;EMP-504;ENT-MTL;BD-1084;6;504,86;13,00;375,89;Portail web
CMD-104877;2025-11-20;24/11/2025;;CLI-0214;EMP-508;ENT-MTL;BD-1106;12;505,55;4,70;340,08;Téléphone
CMD-103167;15/05/2025;2025-05-19;29/06/2025;CLI-0143;EMP-503;ENT-QC;BD-1054;3;415,94;10,70;262,94;Portail web
CMD-103406;12/06/2025;16-juin-25;31/07/2025;CLI-0099;EMP-505;ENT-MTL;BD-1046;8;368,70;22,80;372,17;Représentant
CMD-104197;17/09/2025;19/09/2025;2025-11-14;CLI-0181;EMP-504;ENT-MTL;BD-1048;4;50,11;2,10;33,51;Courriel
CMD-104661;28/10/2025;2025-11-02;;CLI-0135;EMP-506;ENT-SAG;BD-1148;6;401,35;12,70;302,28;Portail web
CMD-103499;25/06/2025;03/07/2025;2025-08-21;CLI-0155;EMP-506;ENT-QC;BD-1123;12;188,42;13,40;132,28;Représentant
CMD-104174;16/09/2025;19/09/2025;;CLI-0076;EMP-507;ENT-SAG;BD-1064;23;95,37;23,90;70,89;Représentant
CMD-103822;2025-08-12;16/08/2025;03/10/2025;CLI-0099;EMP-505;ENT-QC;BD-1014;6;35,05;21,60;27,18;Représentant
CMD-103660;17/07/2025;26/07/2025;2025-08-22;CLI-0193;EMP-509;ENT-QC;BD-1062;6;159,70;11,10;135,59;Représentant
CMD-104523;15/10/2025;23/10/2025;2025-11-20;CLI-0185;EMP-508;ENT-QC;BD-1176;0;491,02;22,10;328,78;Représentant
CMD-102939;17/04/2025;20/04/2025;2025-06-09;CLI-0005;EMP-503;ENT-MTL;BD-1042;6;429,33;2,70;267,02;Courriel
CMD-104148;13/09/2025;2025-09-22;04/11/2025;CLI-0073;EMP-501;ENT-MTL;BD-1066;6;289,79;15,90;240,06;Représentant
CMD-102663;11/03/2025;2025-03-19;19/04/2025;CLI-0029;EMP-506;ENT-MTL;BD-1080;11;261,92;20,80;176,76;Portail web
CMD-105078;23/12/2025;29/12/2025;;CLI-0137;EMP-503;ENT-QC;BD-1179;2;350,66;18,70;231,35;Représentant
CMD-104111;2025-09-10;18/09/2025;07/11/2025;CLI-0177;EMP-505;ENT-QC;BD-1090;8;89,61;6,50;69,37;Représentant
CMD-104099;2025-09-09;16/09/2025;07/11/2025;CLI-0177;EMP-505;ENT-SAG;BD-1070;1;73,73;3,20;48,05;Représentant
CMD-102589;27/02/2025;2025-03-02;08/04/2025;CLI-0177;EMP-505;ENT-QC;BD-1122;12;327,76;3,90;212,67;Téléphone
CMD-102588;27-févr-25;05/03/2025;05/05/2025;CLI-0195;EMP-506;ENT-MTL;BD-1118;6;435,95;12,30;343,17;Courriel
CMD-102992;24/04/2025;26/04/2025;06/06/2025;CLI-0008;EMP-506;ENT-SAG;BD-1118;3;475,38;4,40;343,17;Représentant
CMD-103036;30/04/2025;04/05/2025;2025-06-02;CLI-0093;EMP-508;ENT-QC;BD-1049;3;45,94;15,90;31,22;Portail web
CMD-102924;16/04/2025;19/04/2025;03/05/2025;CLI-0121;EMP-508;ENT-SAG;BD-1038;8;486,74;11,80;319,94;Représentant
CMD-102723;19/03/2025;26/03/2025;2025-05-17;CLI-0212;EMP-507;ENT-MTL;BD-1175;9;126,34;25,60;96,85;Représentant
CMD-104503;14/10/2025;21-oct-25;19/12/2025;CLI-0209;EMP-508;ENT-MTL;BD-1106;11;429,89;19,00;340,08;Représentant
CMD-103150;14/05/2025;17/05/2025;2025-07-31;CLI-0158;EMP-507;ENT-SAG;BD-1043;24;492,51;6,70;300,28;Portail web
CMD-105030;2025-12-16;21/12/2025;;CLI-0009;EMP-502;ENT-QC;BD-1144;9;143,19;19,80;98,33;Représentant
CMD-102501;10/02/2025;12/02/2025;2025-04-05;CLI-0017;EMP-507;ENT-QC;BD-1169;2;516,29;10,50;282,28;Portail web
CMD-103665;2025-07-18;24/07/2025;02/10/2025;CLI-0210 ;EMP-503;ENT-QC;BD-1021;4;341,17;6,20;242,82;Téléphone
CMD-103413;13/06/2025;2025-06-21;02/07/2025;CLI-0173;EMP-508;ENT-MTL;BD-1051;12;108,85;16,10;79,76;Représentant
CMD-102523;2025-02-13;18/02/2025;28/03/2025;CLI-0079;EMP-509;ENT-MTL;BD-1026;4;407,41;7,10;246,82;Représentant
CMD-104553;17/10/2025;2025-10-24;14/12/2025;CLI-0059;EMP-504;ENT-MTL;BD-1148;5;371,84;19,10;302,28;Portail web
CMD-103811;11/08/2025;19-août-25;02/10/2025;CLI-0145;EMP-504;ENT-QC;BD-1003;2;282,12;5,40;227,23;Téléphone
CMD-104203;18/09/2025;22/09/2025;2025-11-26;  CLI-0097;EMP-504;ENT-QC;BD-1037;6;28,17;5,90;16,65;Représentant
CMD-103547;30/06/2025;2025-07-02;08/08/2025;CLI-0192;EMP-505;ENT-MTL;BD-1039;3;185,95;6,10;122,17;Courriel
CMD-102557;20/02/2025;2025-02-28;05/04/2025;CLI-0056;EMP-502;ENT-MTL;BD-1111;31;169,60;23,50;148,90;Représentant
CMD-103701;25/07/2025;2025-08-02;14/09/2025;CLI-0076;EMP-507;ENT-SAG;BD-1108;22;205,33;24,80;169,96;Téléphone
CMD-102411;20/01/2025;2025-01-24;07/04/2025;CLI-0217;EMP-506;ENT-QC;BD-1041;22;190,29;24,90;163,24;Portail web
CMD-103832;13/08/2025;2025-08-19;28/09/2025;CLI-0129;EMP-508;ENT-MTL;BD-1043;1;486,28;7,90;300,28;Représentant
CMD-104088;09/09/2025;15/09/2025;17-nov-25;  CLI-0126;EMP-502;ENT-MTL;BD-1093;4;199,94;10,70;159,25;Représentant
CMD-104850;2025-11-19;21/11/2025;19/12/2025;CLI-0009;EMP-502;ENT-QC;BD-1007;17;84,41;18,30;57,14;Salon
CMD-103286;28/05/2025;30/05/2025;02-juil-25;CLI-0187;EMP-507;ENT-MTL;BD-1111;4;189,18;14,60;148,90;Portail web
CMD-102696;14/03/2025;23-mars-25;07/05/2025;CLI-0209;EMP-508;ENT-QC;BD-1042;17;351,76;20,30;267,02;Portail web
CMD-103278;28-mai-25;05/06/2025;09/07/2025;CLI-0209;EMP-508;ENT-MTL;BD-1178;6;163,48;20,40;119,43;Représentant
CMD-103164;2025-05-15;21/05/2025;08/07/2025;CLI-0027;EMP-502;ENT-QC;BD-1036;1;241,86;5,80;191,63;Portail web
CMD-103715;29/07/2025;07/08/2025;2025-08-26;CLI-0182;EMP-503;ENT-MTL;BD-1122;6;305,28;10,50;212,67;Téléphone
CMD-102366;09/01/2025;12-janv-25;14/02/2025;CLI-0041;EMP-508;ENT-SAG;BD-1137;1;35,68;16,70;25,59;Téléphone
CMD-104568;17/10/2025;2025-10-23;09/12/2025;CLI-0041;EMP-508;ENT-MTL;BD-1140;4;53,15;16,30;41,26;N/A
CMD-102716;18/03/2025;26/03/2025;2025-05-24;CLI-0196;EMP-506;ENT-MTL;BD-1031;12;504,18;2,90;300,62;Représentant
CMD-104541;16/10/2025;20/10/2025;2025-12-01;CLI-0123;EMP-501;ENT-MTL;BD-1073;8;374,81;16,70;307,22;Représentant
CMD-104925;27/11/2025;30/11/2025;;CLI-0206;EMP-503;ENT-MTL;BD-1171;3;132,26;16,50;85,46;Portail web
CMD-103516;26-juin-25;29/06/2025;26/07/2025;CLI-0155;EMP-506;ENT-MTL;BD-1159;24;253,12;12,40;169,65; 
CMD-102470;2025-01-31;04/02/2025;02/04/2025;CLI-0112;EMP-505;ENT-QC;BD-1124;6;222,23;12,80;153,77;Représentant
CMD-104464;10/10/2025;13-oct-25;11/12/2025;CLI-0156;EMP-502;ENT-SAG;BD-1088;3;586,09;6,90;404,63;Portail web
CMD-103234;23/05/2025;2025-06-01;04/07/2025;CLI-0093;EMP-508;ENT-MTL;BD-1170;24;30,95;12,00;16,95;Représentant
CMD-103871;16/08/2025;20/08/2025;27-sept-25;CLI-0134;EMP-509;ENT-QC;BD-1035;12;47,17;2,50;30,63;Portail web
CMD-104569;18/10/2025;21/10/2025;08/12/2025;CLI-0171;EMP-507;ENT-QC;BD-1127;8;283,67;5,80;174,31;Représentant
CMD-103639;15-juil-25;17/07/2025;22/09/2025;CLI-0212;EMP-507;ENT-QC;BD-1031;11;415,52;20,00;300,62;Représentant
CMD-102782;28/03/2025;05-avr-25;22/05/2025;CLI-0116;EMP-509;ENT-MTL;BD-1087;3;341,31;11,50;215,66;Portail web
CMD-103992;30/08/2025;03/09/2025;12/10/2025;CLI-0130;EMP-508;ENT-QC;BD-1039;4;147,87;25,30;122,17;Représentant
CMD-103013;28/04/2025;03/05/2025;2025-06-07;CLI-0079;EMP-509;ENT-QC;BD-1039;12;192,69;2,70;122,17;Téléphone
CMD-104488;13/10/2025;15-oct-25;28/11/2025;CLI-0097;EMP-504;ENT-MTL;BD-1147;6;577,16;3,50;346,92;Courriel
CMD-103949;25/08/2025;28-août-25;28/10/2025;CLI-0063;EMP-503;ENT-QC;BD-1033;6;164,18;12,40;113,22;
CMD-103158;14/05/2025;16/05/2025;;CLI-0056;EMP-502;ENT-QC;BD-1050;6;378,87;24,80;297,82;Portail web
CMD-104862;19/11/2025;23/11/2025;;CLI-0056;EMP-502;ENT-MTL;BD-1127;65;237,91;21,00;174,31;Représentant
CMD-102450;28/01/2025;30-janv-25;07/03/2025;CLI-0026;EMP-506;ENT-QC;BD-1027;2;398,87;12,90;254,96;Portail web
CMD-103486;2025-06-23;26/06/2025;09/09/2025;CLI-0212;EMP-507;ENT-QC;BD-1100;48;402,62;25,00;369,19;Représentant
CMD-104190;2025-09-17;26/09/2025;22/10/2025;CLI-0091;EMP-504;ENT-QC;BD-1055;8;320,83;2,30;213,75;Représentant
CMD-104828;17/11/2025;19/11/2025;;CLI-0034;EMP-507;ENT-SAG;BD-1094;8;171,68;15,80;124,30;Représentant
CMD-104822;14/11/2025;19/11/2025;;CLI-0009;EMP-502;ENT-QC;BD-1084;3;469,13;19,20;375,89;Représentant
CMD-104983;05/12/2025;12/12/2025;;CLI-0031;EMP-509;ENT-MTL;BD-1014;2;38,17;14,60;27,18;Représentant
CMD-103035;30/04/2025;2025-05-06;04/06/2025;CLI-0118;EMP-504;ENT-MTL;BD-1035;12;42,53;12,10;30,63;Portail web
CMD-104269;24-sept-25;28/09/2025;02/11/2025;CLI-0076;EMP-507;ENT-MTL;BD-1043;17;415,49;21,30;300,28;Portail web
CMD-104867;2025-11-20;24/11/2025;;CLI-0109;EMP-501;ENT-QC;BD-1152;8;439,56;8,60;271,40;Portail web
CMD-103693;23/07/2025;31/07/2025;24-sept-25;CLI-0076;EMP-507;ENT-SAG;BD-1006;19;264,58;21,00;182,47;Courriel
CMD-103109;08/05/2025;2025-05-13;27/06/2025;CLI-0051;EMP-509;ENT-QC;BD-1044;6;301,65;6,60;199,55;Portail web
CMD-104799;11/11/2025;20/11/2025;2025-12-28;CLI-0076;EMP-507;ENT-QC;BD-1082;17;382,53;19,50;335,40;Courriel
CMD-103809;11-août-25;16/08/2025;26/09/2025;CLI-0143;EMP-503;ENT-QC;BD-1115;24;63,06;15,60;47,23;Représentant
CMD-104106;10/09/2025;14/09/2025;16-oct-25;CLI-0026;EMP-506;ENT-MTL;BD-1092;12;234,33;17,00;168,72;Salon
CMD-102599;03/03/2025;11-mars-25;06/04/2025;CLI-0001;EMP-508;ENT-QC;BD-1145;6;171,99;6,60;111,12;Représentant
CMD-104905;25/11/2025;2025-12-01;;CLI-0191;EMP-504;ENT-SAG;BD-1081;1;505,20;14,80;364,83;Téléphone
CMD-104398;06/10/2025;2025-10-10;14/12/2025;CLI-0029;EMP-506;ENT-MTL;BD-1158;5;284,08;18,70;184,61;Salon
CMD-103962;26/08/2025;2025-09-04;31/10/2025;CLI-0103;EMP-502;ENT-QC;BD-1050;1;461,41;8,50;297,82;Représentant
CMD-104620;24/10/2025;31/10/2025;04/12/2025;CLI-0137;EMP-503;ENT-MTL;BD-1093;14;181,84;18,70;159,25;Téléphone
CMD-102821;02/04/2025;05/04/2025;18/05/2025;CLI-0053;EMP-509;ENT-MTL;BD-1093;12;187,15;16,40;134,96;Représentant
CMD-103996;01/09/2025;04/09/2025;2025-10-18;CLI-0042;EMP-505;ENT-QC;BD-1100;12;462,86;13,70;369,19;Courriel
CMD-103883;18/08/2025;24/08/2025;19-oct-25;CLI-0043;EMP-506;ENT-QC;BD-1016;1;362,95;12,20;224,02;Représentant
CMD-103229;2025-05-22;29/05/2025;21/07/2025;CLI-0209;EMP-508;ENT-QC;BD-1041;6;201,11;20,70;163,24;Représentant
CMD-104047;04/09/2025;06/09/2025;2025-10-23;CLI-0185;EMP-508;ENT-MTL;BD-1056;2;378,79;23,00;293,14;Représentant
CMD-102630;06/03/2025;11/03/2025;04/05/2025;CLI-0034;EMP-507;ENT-MTL;BD-1039;24;166,52;15,90;122,17;Téléphone
CMD-104201;18-sept-25;21/09/2025;21/11/2025;CLI-0036;EMP-505;ENT-QC;BD-1067;4;35,38;14,90;28,64;Téléphone
CMD-104624;2025-10-24;01/11/2025;25/12/2025;CLI-0076;EMP-507;ENT-QC;BD-1133;36;83,06;18,10;62,95;Portail web
CMD-104266;23-sept-25;01/10/2025;28/11/2025;CLI-0169;EMP-507;ENT-SAG;BD-9910;4;146,64;13,60;96,85;Représentant
CMD-104617;23/10/2025;2025-10-28;26/12/2025;CLI-0193;EMP-509;ENT-QC;BD-1073;8;399,16;11,30;307,22;Portail web
CMD-102827;03/04/2025;08/04/2025;2025-05-07;CLI-0194;EMP-506;ENT-SAG;BD-1097;12;344,99;6,20;214,46;Téléphone
CMD-103535;28/06/2025;01/07/2025;2025-08-09;CLI-0072;EMP-501;ENT-SAG;BD-1135;3;62,36;14,90;40,73;Téléphone
CMD-104830;17-nov-25;26/11/2025;24/12/2025;CLI-0034;EMP-507;ENT-MTL;BD-1148;4;395,19;14,10;302,28;Portail web
CMD-102858;07/04/2025;2025-04-13;10/06/2025;CLI-0056;EMP-502;ENT-MTL;BD-1011;6;429,34;18,30;294,52;Représentant
CMD-104845;18/11/2025;25/11/2025;;CLI-0056;EMP-502;ENT-MTL;BD-1075;16;81,02;19,60;71,97;Portail web
CMD-102584;26/02/2025;04/03/2025;2025-04-03;CLI-0059;EMP-504;ENT-QC;BD-1106;11;419,98;20,80;340,08;Représentant
CMD-104986;05/12/2025;14-déc-25;;CLI-0034;EMP-507;ENT-QC;BD-1166;2;349,49;15,90;217,35;Portail web
CMD-104863;20/11/2025;26/11/2025;;CLI-0047;EMP-508;ENT-QC;BD-1071;8;456,05;14,60;363,51;Représentant
CMD-103158;14-mai-25;16/05/2025;;CLI-0056;EMP-502;ENT-QC;BD-1170;5;26,42;24,80;16,95;Portail web
CMD-104837;18/11/2025;26/11/2025;2025-12-24;CLI-0205;EMP-505;ENT-SAG;BD-1094;8;199,07;2,30;124,30;Représentant
CMD-104824;14/11/2025;19/11/2025;;CLI-0051;EMP-509;ENT-QC;BD-1126;12;185,97;8,10;133,03;Représentant
CMD-103351;05-juin-25;10/06/2025;09/08/2025;CLI-0099;EMP-505;ENT-QC;BD-1116;35;66,77;24,70;60,17;Courriel
CMD-105060;20/12/2025;29/12/2025;;CLI-0208;EMP-507;ENT-MTL;BD-1078;8;344,51;10,10;238,11;Téléphone
CMD-103881;2025-08-18;22/08/2025;15/10/2025;CLI-0100;EMP-505;ENT-MTL;BD-1044;2;316,50;2,00;199,55;Téléphone
CMD-104666;28/10/2025;2025-11-04;;CLI-0012;EMP-501;ENT-QC;BD-1172;32;329,37;21,30;221,22;Portail web
CMD-104217;18/09/2025;23/09/2025;28-oct-25;CLI-0150;EMP-502;ENT-MTL;BD-1074;8;184,63;4,90;130,44;Représentant
CMD-103198;19/05/2025;26-mai-25;;CLI-0029;EMP-506;ENT-QC;BD-1015;13;404,96;23,70;325,38;Représentant
CMD-104107;10/09/2025;14-sept-25;27/10/2025;CLI-0073;EMP-501;ENT-QC;BD-1066;1;295,79;14,10;240,06;Représentant
CMD-103557;01/07/2025;09/07/2025;2025-09-07;CLI-0009;EMP-502;ENT-MTL;BD-1107;24;169,32;23,10;150,54;Représentant
CMD-103647;15/07/2025;2025-07-20;19/09/2025;CLI-0219;EMP-505;ENT-QC;BD-1116;6;84,19;5,10;60,17;Téléphone
CMD-103117;09/05/2025;14/05/2025;29/06/2025;CLI-0166;EMP-503;ENT-SAG;BD-1050;12;425,33;15,60;297,82;Courriel
CMD-104376;02/10/2025;04/10/2025;;CLI-0126;EMP-502;ENT-SAG;BD-1017;24;478,62;15,10;313,71;Portail web
CMD-104317;27/09/2025;02/10/2025;2025-11-18;CLI-0071;EMP-503;ENT-QC;BD-1062;6;175,76;2,20;135,59;Représentant
CMD-103507;2025-06-26;30/06/2025;13/09/2025;CLI-0029;EMP-506;ENT-QC;BD-1164;2;152,11;22,00;100,45;Courriel
CMD-102737;21/03/2025;25/03/2025;2025-05-29;CLI-0134;EMP-509;ENT-MTL;BD-1162;6;126,16;8,00;68,38;Téléphone
CMD-103864;15-août-25;21/08/2025;08/10/2025;CLI-0139;EMP-506;ENT-MTL;BD-1180;8;159,16;15,90;95,30;Représentant
CMD-103906;20/08/2025;2025-08-27;03/10/2025;CLI-0037;EMP-504;ENT-QC;BD-1051;9;102,22;21,20;79,76;Représentant
CMD-102777;2025-03-27;01/04/2025;05/05/2025;CLI-0009;EMP-502;ENT-SAG;BD-1059;15;410,46;22,20;331,76;Téléphone
CMD-104750;05/11/2025;2025-11-12;28/12/2025;CLI-0025;EMP-509;ENT-MTL;BD-1084;2;515,22;11,30;375,89;Représentant
CMD-103015;28-avr-25;06/05/2025;20/06/2025;CLI-0057;EMP-507;ENT-QC;BD-1047;8;94,63;11,20;71,53;Portail web
CMD-104751;05-nov-25;13/11/2025;19/12/2025;CLI-0034;EMP-507;ENT-SAG;BD-1138;3;127,14;13,70;88,19;Représentant
CMD-103514;26-juin-25;29/06/2025;10/08/2025;CLI-0041;EMP-508;ENT-MTL;BD-1055;12;293,73;10,60;213,75;Représentant
CMD-102630;06/03/2025;11/03/2025;2025-05-04;CLI-0034;EMP-507;ENT-MTL;BD-1006;6;281,58;15,90;182,47;Courriel
CMD-103169;2025-05-16;21/05/2025;18/06/2025;CLI-0171;EMP-507;ENT-MTL;BD-1036;12;238,75;7,00;191,63;Représentant
